"LabCode","SamplingLocation"
"----","H-27, No.3, H-57, No.2, H-18, No.7, H-44, No.6　3ｃ2ｂ, H-21, No.5, H-52, No.4, H-57, No.1, 炭窯１　埋土層, 第3調査区3地点　Ⅳb層　C14-3, 第1調査区5地点泥層中部　C14-5, 第1調査区5地点泥層最下部　C14-6, 第3調査区7地点　Ⅳb層　C14-4, 第3調査区1地点　Ⅲc層最上部付近に倒木していた丸太材　C14-2, 第3調査区1地点　Ⅲc層底部　C14-1, 炭窯２　埋土層, 燃焼室内炭層　14C-4, 灰原SW　14C-5, 焚口畦炭層　14C-6, 燃焼室内炭層　14C-3, 焚口畦炭層　14C-2, SK2120, 燃焼室内炭層　14C-1"
"09R0912","試料A　Aトレンチ7区純貝層,重量約10g"
"09R0913","試料B　Aトレンチ7区純貝層,重量約10g"
"09R0914","試料C　Aトレンチ7区純貝層,重量約3g"
"YU-429","SI12　火災面床上3cm　最外縁から16-18年輪"
"YU-430","SI12　火災面床上11cm,壁から6cm　最外縁1年"
"YU-5408","PD-1覆土, サンプルD"
"YU-5409","PD-2覆土, サンプルE"
"YU-5410","L-13-16, サンプルF"
"YU-5411","沢下位層, サンプルG"
"YU-5412","O-12-20, サンプルH"
"YU-5535","管制塔Ⅰ地区東西ベルト　ベルトⅢ-1層　№1"
"YU-5536","管制塔Ⅰ地区東西ベルト　ベルトⅢ-3層　№3"
"YU-582","Ⅵ層　水辺遺構打込み杭敷設地点"
"YU-583","Ⅸ層　水辺遺構打込み杭"
"YU-584","Ⅴ層　敷石作業場:敷石直下の地業状木材"
"YU-585","Ⅱ区　Ⅴ層　敷石道路隣接地の未分解層"
"YU-616","Ⅱ区　Ⅳb2(M1)層　敷石道路貼粘土"
"YU-617","Ⅴ層　水辺遺構石通路"
"YU-618","Ⅱ区　Ⅷ層　敷石道路下の自然堆積層"
"YU-619","Ⅴ層　水辺遺構石通路"
"YU-620","Ⅰ区　Ⅳ層　廃棄場"
"YU-629","SD53 RP9"
"YU-6981","分析№:試料1(遺物№212)　第1調査区空堀1"
"YU-6982","分析№:試料2(遺物№247)　第1調査区空堀1"
"YU-6983","分析№:試料3(遺物№277)　第1調査空堀1"
"YU-6984","分析№:試料4(遺物№442)　第4調査区土坑2"
"YU-7105･pal-10949","試料名:№1　竪穴住居12 床面"
"YU-7106･pal-10950","試料名:№2　土坑27　中層　2年輪分"
"YU-7107･pal-10951","試料名:№3　土坑224　3年輪分"
"YU-7108･pal-10952","試料名:№4　竪穴住居29"
"YU-7109･pal-10953","試料名:№5　竪穴住居38 P2柱根1　スダジイ9年輪分"
"YU-7110･pal-10954","試料名:№6　竪穴住居32　P1　6-7年輪分　"
"YU-7111･pal-10955","試料名:№7　墓1"
"YU-829","Ⅰ区　Ⅴ(Ⅳb)層　水域的環境"
"YU-830","Ⅰ区　Ⅴ(Ⅳb)層　水域的環境"
"YU-923","H2住居跡,床面上,炭化材"
"YU-924","H16住居跡,炉"
"YU-925","H17住居跡,炉　1g"
"YU-926","H22住居跡,床面直上,焼土HF3"
"YU-927","P24土坑（フラスコ）覆土下層 1g"
"YU-971","試料記号:YNHS　C1　1　47号住居火災面材c1　1年輪目"
"YU-972","試料記号:YNHS　C1　11　47号住居火災面材c2　11年輪目"
"YU-973","試料記号:YNHS　C2　11　47号住居火災面材c3　11年輪目"
"YU-974","試料記号:YNHS　C3　1　47号住居火災面材c4　1年輪目"
"YU-975","試料記号:YNHS　C3　13　47号住居火災面材c5　13年輪目"
"YU-9983","試料番号:KNSOH-15441"
